Rooms,Receptacles/Objects,action_figure,adjustable_wrench,android_figure,anti_slip_tape,antidepressant,apple,backpack,balancing_cactus,banana,baseball,bath_sheet,battery,beard_color_gel,beauty_pack,bleach_cleanser,blender_jar,board_game,book,bookend,bowl,box,bundt_pan,butter_dish,cake_mix,cake_pan,camera,can_opener,candle_holder,candy,candy_bar,canister,card_game,carrying_case,casserole_dish,cereal,chain,chocolate,chocolate_box,chocolate_milk_pods,chocolate_powder,chopping_board,clamp,clay,clock,cloth,coffee_beans,coffee_pods,coffeemaker,colored_wood_blocks,condiment,cracker_box,crayon,cube_storage_box,cup,cushion,desk_caddy,diaper_pack,dietary_supplement,dish_drainer,dishtowel,dispensing_closure,dog_bowl,dog_chew_toy,dollhouse_toy,donut,drink_coaster,duct_tape,dumbbell,dumbbell_rack,dustpan_and_brush,dutch_oven,easter_basket,electric_heater,electric_toothbrush,electronic_adapter,electronic_cable,face_moisturizer,file_sorter,fingerpaint,fitness_tracker_wristband,flashlight,flat_screwdriver,foam_brick,folder,fondant,fork,fruit_snack,gelatin_box,gloves,golf_ball,graphics_card,hair_color,hair_conditioner,hair_dryer,hair_straightener,hammer,hand_bell,handbag,hard_drive,hard_drive_case,hat,headphones,heavy_duty_gloves,heavy_master_chef_can,helmet,herring_fillets,honey_dipper,incontinence_pads,ink_cartridge,instant_camera,invitation_card,jar,jenga,jewelry_box,keyboard,knife,knife_block,labeling_tape,lamp,lantern,laptop,laptop_cover,laptop_stand,large_marker,laundry_box,laxative,lego_duplo,lemon,letter_holder,light_bulb,lime_squeezer,lipstick,lunch_bag,lunch_box,magnifying_glass,mascara,master_chef_can,measuring_tape,medicine,milk_frother,mini_soccer_ball,motherboard,mouse,mouse_pad,movie_dvd,mug,multiport_hub,mustard_bottle,neck_rest,nine_hole_peg_test,nintendo_switch,orange,padlock,paint_bottle_set,paint_maker,pan,paper_bag,parchment_sheet,peach,pear,peg_and_hammer_toy,pencil_case,peppermint,pepsi_can_pack,pet_food_supplement,phillips_screwdriver,phone_armband_case,phone_stand,picture_frame,pillow,pitcher_base,plant,plant_container,plant_saucer,plate,plum,portable_speaker,potted_meat_can,power_drill,pressure_cooker,pudding_box,puzzle_game,racquetball,ramekin,remote_control,router,rubiks_cube,salt_shaker,sanitary_pads,saucer,saute_pan,scissors,set-top_box,shoe,shoe_box,shredder,sidewalk_chalk,skillet,skillet_lid,skin_care_product,skin_moisturizer,snack_cake,snack_dispenser,soap_dish,soap_dispenser,softball,software_cd,sorting_toy,sparkling_water,spatula,sponge,sponge_dish,spoon,spoon_rest,stacking_cups,stand_mixer,storage_bin,strawberry,string_lights,stuffed_toy,sugar_box,sugar_sprinkles,surface_saver_ring,sushi_mat,table_lamp,tablet,tablet_holder,tablet_stand,tampons,tea_can_pack,tea_pods,teapot,tennis_ball,thermal_laminator,toaster,tomato_soup_can,toothbrush_holder,toothbrush_pack,towel,toy_airplane,toy_animal,toy_basketball,toy_bowling_set,toy_construction_set,toy_fishing,toy_food,toy_furniture_set,toy_instrument,toy_kitchen_set,toy_tool_kit,toy_vehicle,tray,tumbler,umbrella,usb_drive,utensil_holder,vase,video_game,vinyl_tape,virtual_reality_viewer,washcloth,waste_basket,water_bottle,weight_loss_guide,whale_whistle,wipe_warmer,wireless_accessory,xylitol_sweetener
bedroom,bed,10,-10,10,-10,10,-10,-10,10,10,-10,10,-10,10,10,-10,-10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,10,10,-10,-10,10,-10,10,-10,-10,10,-10,10,-10,10,10,10,10,-10,10,10,10,-10,10,10,-10,10,10,-10,-10,10,-10,-10,-10,10,-10,10,-10,10,10,10,10,-10,-10,-10,-10,-10,10,-10,10,-10,-10,-10,-10,-10,10,10,10,-10,10,-10,10,-10,10,-10,10,-10,10,-10,10,10,-10,-10,10,-10,10,-10,-10,-10,10,10,10,-10,-10,10,10,-10,-10,-10,-10,10,10,-10,10,-10,10,10,-10,-10,-10,-10,10,-10,10,10,-10,10,10,10,-10,-10,10,-10,10,-10,10,-10,-10,10,10,-10,-10,10,-10,-10,-10,10,10,-10,-10,10,-10,10,-10,10,10,10,-10,-10,-10,-10,10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,10,-10,10,0,-10,-10,10,10,10,-10,10,10,-10,-10,-10,-10,10,-10,-10,10,10,-10,-10,10,-10,-10,10,-10,-10,10,-10,-10,10,10,-10,10,10,-10,-10,-10,-10,-10,-10,10,10,-10,-10,10,-10,10,-10,-10,-10,10,-10,-10,-10,-10,10,10,-10,-10,10,10,-10,-10,-10,10,10,-10,-10,10,10,-10,-10,-10,-10,10,10,-10,10
bedroom,bottom_cabinet,-10,-10,10,10,-10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,-10,10,10,10,-10,10,10,10,-10,-10,10,-10,-10,10,10,10,-10,10,10,10,-10,10,-10,10,-10,10,-10,10,10,10,-10,-10,10,10,10,10,-10,10,-10,10,-10,-10,10,-10,-10,10,-10,10,10,10,10,10,10,10,10,-10,10,10,-10,-10,-10,10,10,10,10,10,-10,-10,-10,10,10,10,-10,-10,-10,10,10,10,-10,10,-10,-10,-10,10,-10,-10,10,10,10,10,-10,10,-10,-10,-10,10,-10,10,-10,10,10,10,10,-10,10,10,10,10,10,10,10,10,-10,-10,10,-10,10,10,-10,10,10,10,-10,10,-10,-10,10,10,-10,10,10,-10,-10,10,10,10,-10,10,-10,10,10,10,-10,10,-10,10,10,10,-10,10,10,-10,10,-10,10,-10,10,10,-10,10,-10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,10,10,10,10,10,10,10,-10,10,10,10,-10,10,-10,-10,10,-10,-10,-10,10,-10,-10,10,-10,10,10,10,10,10,10,10,10,10,10,-10,-10,10,10,10,-10,10,10,-10,-10,-10,-10,10,10,-10,10,10,10,-10,-10,10,-10,10,-10,10,10,10,-10
bedroom,carpet,-10,10,10,-10,10,-10,10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,10,-10,-10,10,-10,-10,-10,-10,10,10,10,-10,-10,10,-10,-10,10,10,-10,-10,10,-10,10,-10,-10,-10,10,-10,10,10,-10,10,-10,-10,-10,10,10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,10,-10,-10,10,-10,-10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,10,-10,10,-10,10,-10,10,10,10,-10,10,-10,-10,-10,10,10,10,10,-10,-10,10,10,-10,-10,10,-10,-10,10,10,-10,-10,-10,-10,-10,-10,10,10,10,-10,-10,10,10,10,-10,10,-10,10,10,-10,10,-10,-10,10,10,-10,10,-10,10,10,-10,-10,-10,10,-10,-10,-10,10,-10,-10,10,10,-10,-10,-10,-10,-10,10,10,10,-10,-10,-10,-10,-10,-10,10,10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,10,-10,-10,-10,-10,10,10,10,10,-10,-10,10,-10,-10,10,-10,-10,10,-10,10,-10,-10,-10,-10,-10,-10,10,10,10,-10,10,-10,10,-10,10,10,-10,10,10,-10,-10,10,-10,-10,10,-10,-10,10,-10,10,-10,-10,10,-10,10,-10,10,-10,-10,10,-10,-10,-10,-10,10,10,-10,-10,10,10,-10,-10,10,-10,-10,-10,-10,-10,10,-10,-10,10
bedroom,chair,-10,-10,10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,10,10,-10,10,-10,-10,-10,10,-10,-10,-10,-10,-10,10,10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,10,10,10,-10,-10,-10,10,10,10,-10,-10,10,-10,-10,10,-10,-10,-10,-10,-10,10,10,-10,10,-10,10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,10,10,-10,10,-10,10,10,10,-10,10,10,-10,10,10,10,-10,10,-10,-10,10,10,-10,-10,-10,-10,10,10,-10,-10,10,-10,-10,-10,-10,10,10,-10,-10,-10,-10,10,10,10,-10,-10,-10,-10,-10,-10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,10,-10,10,10,-10,-10,-10,-10,10,-10,10,10,10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,10,10,-10,-10,-10,10,10,10,-10,10,10,-10,-10,-10,-10,-10,10,-10,-10,-10,10,-10,-10,-10,10,-10,-10,-10,10,10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,10,-10,-10,-10,10,10,-10,-10,-10,10,-10,-10,10,-10,-10,10,-10,10,-10,10,-10,10,-10,10,-10,-10,-10,-10,-10,-10,-10,10,10,-10,-10,10,-10,-10,-10,10,-10,-10,10,-10,-10,10,-10,-10,10
bedroom,chest,10,-10,-10,-10,10,-10,10,10,10,10,-10,10,-10,-10,10,10,10,10,-10,-10,-10,-10,-10,10,-10,-10,10,-10,10,-10,-10,10,10,-10,-10,10,10,-10,-10,-10,10,-10,-10,-10,-10,10,10,10,-10,10,-10,-10,10,10,-10,-10,-10,-10,10,10,-10,10,-10,-10,-10,-10,-10,10,-10,10,-10,10,10,-10,10,10,10,-10,-10,10,10,10,10,-10,-10,-10,10,10,10,-10,-10,10,-10,-10,-10,10,10,10,-10,-10,10,10,10,-10,10,-10,-10,10,10,-10,-10,10,-10,-10,10,10,10,10,10,10,10,-10,10,10,10,10,10,-10,-10,10,10,10,10,10,-10,10,10,-10,10,10,10,10,10,-10,-10,-10,-10,10,-10,-10,10,-10,10,10,-10,10,-10,-10,0,-10,-10,10,10,10,-10,10,-10,-10,10,-10,-10,-10,-10,10,10,10,10,10,-10,-10,10,10,10,-10,-10,-10,10,-10,10,-10,10,-10,-10,10,10,10,-10,-10,-10,10,10,-10,-10,-10,10,10,10,10,-10,10,-10,10,10,10,-10,-10,10,-10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,10,-10,10,-10,-10,10,-10,10,-10,-10,-10,10,10,-10,-10,10,-10,10,-10,-10,-10,-10,-10,10,-10,10,10,-10,10,-10,10,10,-10,10,10,-10,-10,-10,-10,-10
bedroom,coffee_table,-10,10,-10,10,-10,10,-10,-10,10,-10,-10,10,-10,-10,-10,-10,-10,10,-10,10,10,10,10,10,-10,10,10,10,-10,-10,10,-10,10,-10,-10,-10,-10,10,-10,-10,-10,10,-10,10,-10,-10,-10,-10,-10,-10,10,10,-10,-10,-10,-10,10,-10,-10,10,10,-10,10,-10,10,10,-10,-10,10,-10,10,10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,10,10,-10,10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,10,-10,10,-10,-10,10,-10,10,10,10,10,-10,-10,10,10,10,10,-10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,10,10,-10,10,-10,10,-10,-10,-10,10,-10,10,-10,10,-10,10,-10,-10,-10,10,-10,-10,-10,-10,10,-10,-10,-10,10,-10,10,10,-10,-10,10,-10,10,10,10,-10,10,10,-10,-10,-10,-10,10,10,10,10,10,10,10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,10,10,10,-10,10,10,10,-10,10,-10,-10,10,-10,10,-10,10,-10,-10,-10,10,10,10,10,10,10,10,10,10,-10,-10,-10,-10,-10,10,10,10,10,-10,-10,10,10,-10,10,-10,-10,10,10,-10,-10,-10,10,-10,-10,-10,-10,10,-10
bedroom,console_table,10,-10,-10,-10,10,10,-10,10,10,10,-10,-10,10,10,-10,-10,-10,10,-10,10,10,-10,-10,-10,-10,10,10,-10,-10,-10,-10,-10,10,-10,-10,10,-10,10,-10,-10,10,10,10,10,-10,-10,-10,-10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,10,-10,-10,10,-10,10,-10,-10,10,-10,10,-10,10,10,-10,10,10,10,10,-10,10,10,-10,-10,-10,10,-10,10,-10,10,-10,10,10,-10,-10,-10,10,-10,-10,-10,10,-10,-10,-10,-10,10,-10,10,-10,-10,-10,-10,-10,10,10,-10,-10,10,-10,10,10,-10,10,10,-10,-10,10,-10,10,10,-10,10,-10,10,-10,10,-10,10,10,-10,10,10,-10,-10,-10,10,-10,-10,-10,10,10,10,-10,10,-10,10,-10,-10,10,10,-10,-10,10,-10,-10,10,-10,-10,10,-10,-10,10,10,-10,10,10,-10,10,10,-10,-10,-10,10,-10,10,10,10,10,-10,-10,10,10,10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,10,-10,-10,-10,10,-10,-10,-10,10,10,-10,10,-10,10,-10,-10,10,10,-10,10,-10,10,-10,10,-10,10,-10,10,-10,10,10,10,10,-10,-10,-10,-10,10,-10,-10,10,-10,-10,10,-10,-10,10,-10,10,-10,10,10,10,-10,10,-10,-10,-10,-10,-10,-10,10,10,10,-10
bedroom,counter,-10,-10,10,10,10,10,-10,10,10,10,-10,10,10,10,-10,10,-10,10,-10,-10,10,10,-10,10,10,-10,10,-10,10,10,-10,-10,10,-10,-10,-10,-10,10,-10,10,-10,-10,10,-10,-10,10,-10,-10,-10,-10,10,-10,10,-10,-10,-10,-10,10,-10,10,10,10,-10,-10,10,-10,-10,-10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,10,-10,-10,10,10,-10,10,10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,10,-10,10,-10,-10,-10,10,10,10,-10,-10,10,-10,10,10,-10,10,-10,10,-10,-10,10,10,10,10,-10,-10,10,10,10,10,-10,10,-10,10,10,10,10,-10,10,10,10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,-10,-10,-10,10,10,-10,10,10,10,-10,-10,10,-10,10,10,-10,10,10,-10,10,10,-10,-10,10,10,-10,10,-10,-10,10,-10,10,10,-10,10,10,10,-10,-10,10,-10,10,10,-10,-10,10,-10,10,-10,-10,-10,-10,10,10,10,-10,-10,10,10,10,-10,10,-10,10,10,10,10,10,-10,-10,10,10,10,-10,10,10,-10,-10,-10,10,-10,10,10,-10,10,10,10,-10,10,10,-10,10,-10,-10,-10,10,10,-10,-10,10,-10,-10,10,10,10,10,10,-10,-10,10,10,-10,-10,10,10,-10,-10
bedroom,office_chair,-10,10,-10,-10,10,-10,10,10,-10,10,-10,-10,-10,-10,10,10,10,-10,10,-10,-10,-10,10,-10,-10,-10,10,-10,10,10,-10,10,-10,-10,-10,-10,-10,10,10,-10,-10,-10,10,-10,-10,-10,10,10,10,10,10,-10,-10,-10,10,10,-10,-10,-10,10,-10,-10,10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,10,-10,-10,10,-10,10,-10,-10,10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,10,-10,-10,10,-10,-10,10,-10,-10,10,-10,-10,-10,-10,10,10,10,10,10,-10,10,10,-10,-10,0,10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,0,-10,10,10,10,-10,-10,-10,-10,-10,-10,-10,10,10,-10,10,-10,-10,10,-10,-10,10,10,10,-10,-10,-10,-10,-10,10,10,10,0,-10,10,-10,-10,-10,-10,10,10,-10,10,-10,-10,-10,-10,-10,10,-10,10,-10,-10,-10,-10,-10,-10,-10,10,-10,10,10,-10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,10,-10,-10,-10,-10,-10,10,-10,10,10,-10,-10,10,-10,10,10,10,-10,-10,-10,10,-10,-10,-10,10,10,-10,-10,10,-10,10,10,-10,10
bedroom,shelf,10,-10,-10,-10,-10,10,10,10,10,10,10,10,-10,10,10,-10,10,10,-10,10,10,-10,10,10,-10,10,-10,-10,10,10,-10,10,10,10,-10,10,10,-10,-10,-10,-10,10,10,10,10,10,10,10,10,-10,10,10,-10,10,-10,10,-10,-10,-10,-10,10,10,10,10,-10,-10,-10,10,10,10,-10,10,10,-10,10,10,10,10,10,10,10,10,10,-10,-10,10,10,10,10,10,10,-10,10,-10,-10,-10,10,10,-10,10,-10,-10,10,10,-10,10,-10,-10,-10,-10,10,10,10,10,10,10,10,-10,10,10,10,-10,-10,10,10,10,10,10,10,10,-10,-10,-10,10,-10,10,-10,10,-10,10,10,-10,10,-10,10,10,-10,-10,-10,10,-10,10,10,-10,10,10,-10,-10,10,-10,10,10,-10,10,-10,10,-10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,-10,10,-10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-10,-10,-10,10,10,-10,-10,-10,-10,10,-10,10,-10,-10,10,10,10,-10,-10,10,10,10,-10,-10,-10,-10,10,10,-10,-10,10,10,10,10,-10,10,-10,-10,10,10,10,-10,10,-10,-10,-10,10,-10,-10,-10,-10,10,10,10,-10,10,10,10,10,10,-10,-10,10,-10,10,-10,10,10
bedroom,sofa_chair,-10,-10,10,-10,10,-10,-10,10,10,-10,10,-10,10,10,10,-10,10,-10,10,-10,-10,-10,-10,-10,-10,-10,10,-10,10,10,-10,-10,-10,-10,-10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,10,-10,10,10,10,-10,-10,10,10,10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,10,10,-10,-10,10,-10,-10,-10,-10,-10,-10,10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,10,-10,-10,-10,10,-10,-10,-10,10,-10,10,-10,10,10,-10,-10,10,-10,10,-10,-10,-10,-10,-10,10,10,10,-10,10,-10,-10,-10,-10,-10,10,10,-10,-10,-10,10,-10,10,-10,10,10,10,-10,-10,-10,-10,10,-10,10,-10,-10,-10,-10,-10,10,-10,10,-10,-10,-10,-10,-10,-10,10,10,10,10,10,-10,-10,-10,-10,-10,-10,10,-10,-10,10,-10,10,10,-10,-10,-10,-10,10,10,-10,10,-10,-10,10,-10,10,0,-10,-10,-10,-10,-10,-10,-10,10,10,-10,-10,-10,10,-10,-10,-10,10,10,10,-10,-10,10,-10,-10,-10,10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,10,10,-10,10,10,-10,-10,-10,10,-10,-10,-10,10,10,-10,-10,10,10,10,10,10,-10,-10,10,-10,10
bedroom,table,10,10,-10,-10,-10,10,10,10,10,-10,10,10,10,-10,-10,10,-10,10,-10,10,10,-10,-10,10,-10,10,-10,10,10,-10,-10,-10,10,-10,-10,-10,10,10,10,-10,10,10,-10,10,10,-10,-10,-10,-10,10,10,-10,10,-10,-10,-10,10,-10,10,10,10,10,10,10,-10,10,-10,-10,10,-10,-10,10,-10,10,-10,10,-10,-10,-10,-10,-10,10,-10,-10,10,10,-10,10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,10,10,-10,-10,-10,10,-10,10,-10,-10,-10,-10,-10,-10,10,10,-10,10,-10,-10,-10,10,10,10,10,-10,10,-10,10,10,10,10,-10,-10,10,-10,-10,10,-10,10,10,-10,10,10,10,10,-10,10,10,10,-10,10,10,10,10,10,10,10,-10,-10,10,10,-10,-10,-10,-10,-10,10,-10,-10,10,-10,10,10,-10,-10,10,-10,10,10,10,-10,10,-10,-10,-10,10,10,10,10,10,-10,10,10,10,-10,-10,-10,-10,10,10,-10,-10,-10,-10,10,-10,10,10,10,10,-10,-10,10,10,-10,-10,10,10,10,10,10,10,-10,10,-10,10,-10,10,-10,-10,-10,10,10,10,10,10,10,10,-10,10,10,10,-10,10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,10,-10,-10,10,10,-10,-10,-10,-10,-10,10,10,-10,10,-10
childs_room,bed,-10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,10,-10,-10,10,-10,-10,10,-10,-10,-10,-10,-10,10,10,-10,-10,10,-10,10,-10,-10,-10,-10,-10,-10,-10,10,0,-10,-10,10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,10,-10,10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,10,-10,-10,10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,10,10,-10,10,-10,-10,-10,-10,-10,-10,-10,10,10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,10,-10,-10,-10,10,10,-10,-10,-10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,10,10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,10,-10,10,10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,10,-10,10,-10,-10,10,-10,-10,-10,-10,-10,-10,10,10,-10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,10,-10,10,-10,-10,10,10,10,10,-10,10,-10,-10
childs_room,bottom_cabinet,-10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,-10,-10,10,10,10,10,10,10,10,-10,10,10,-10,10,10,10,10,-10,10,10,10,10,-10,10,10,10,10,10,10,-10,10,10,10,10,10,-10,10,-10,10,-10,10,-10,10,-10,10,10,-10,-10,10,10,10,-10,-10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,-10,10,10,-10,10,10,10,10,-10,10,10,10,-10,10,-10,-10,10,-10,10,-10,10,10,-10,10,-10,-10,10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,10,-10,10,10,-10,-10,10,10,10,10,10,10,-10,-10,-10,10,-10,10,10,10,10,10,10,-10,10,10,10,10,10,-10,-10,10,-10,10,-10,-10,10,10,10,-10,10,10,-10,10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,-10,10,10,10,10,10,10,10,-10,-10,10,10,10,-10,10,10,10,10,10,10,-10,10,10,10,10,10,-10,-10,10,-10,-10,-10,10,-10,-10,10,-10,-10,10,-10,10,10,10,-10,-10,-10,-10,10,10,10,10,-10,10,10,10,-10,-10,10,10,10,-10,-10,-10,10,10,-10,-10,10,10,10,-10,-10,-10,10,10,10,10,-10,-10,10,-10,10,10,10,10,10,-10,10
childs_room,carpet,-10,-10,10,10,-10,-10,-10,10,-10,-10,-10,-10,-10,10,10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,10,-10,10,-10,-10,10,-10,10,10,10,-10,10,10,-10,-10,-10,-10,-10,-10,10,10,10,-10,-10,10,10,-10,-10,-10,10,-10,-10,10,10,-10,-10,-10,10,-10,-10,-10,-10,-10,10,-10,10,-10,-10,-10,-10,10,10,-10,-10,-10,10,-10,10,10,-10,-10,10,-10,-10,10,-10,-10,-10,-10,-10,-10,10,-10,10,10,-10,-10,-10,10,10,-10,-10,10,-10,-10,-10,-10,-10,-10,10,10,-10,10,10,-10,10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,10,-10,10,-10,-10,-10,10,-10,-10,-10,-10,10,10,-10,-10,-10,-10,10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,10,-10,10,10,-10,10,-10,-10,-10,10,-10,-10,10,10,10,10,-10,10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,10,10,-10,10,-10,10,-10,10,10,-10,-10,-10,-10,10,-10,-10,10,-10
childs_room,chair,10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,10,-10,10,-10,10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,10,10,-10,-10,10,-10,-10,10,10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,10,10,-10,-10,-10,-10,10,10,-10,-10,-10,10,10,-10,10,-10,10,-10,10,-10,-10,10,10,-10,-10,-10,-10,10,10,-10,10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,10,-10,-10,10,10,-10,-10,10,-10,-10,-10,-10,-10,10,-10,10,-10,-10,-10,-10,10,10,10,-10,-10,10,-10,10,-10,10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,10,-10,10,-10,-10,-10,-10,-10,10,-10,-10,-10,10,-10,-10,-10,10,-10,-10,-10,10,-10,-10,-10,10,10,10,-10,-10,10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,10,-10,-10,-10,10,10,10,10,-10,10,-10,-10,-10,10,-10,10,-10,-10,-10,-10,-10,-10,10,10,10,10,-10,-10,10,-10,-10,-10,-10,10,10,-10,-10,-10,10,-10,-10,-10,10,-10,-10,10,10,10,10,-10,-10,-10,-10
childs_room,chest,10,10,10,10,-10,-10,-10,10,-10,10,-10,10,-10,10,-10,10,10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,10,10,10,10,-10,10,-10,-10,10,-10,10,-10,-10,10,10,10,-10,-10,-10,-10,-10,10,10,10,-10,-10,10,10,10,10,-10,10,10,-10,-10,10,-10,-10,-10,10,-10,-10,10,10,-10,10,10,10,-10,10,-10,-10,10,10,10,10,10,-10,-10,10,10,-10,-10,-10,-10,10,-10,10,-10,-10,10,10,-10,-10,-10,10,-10,10,10,-10,-10,-10,10,10,-10,10,-10,10,-10,-10,10,-10,10,-10,10,-10,10,-10,10,10,10,-10,-10,10,-10,-10,10,-10,10,10,10,10,-10,-10,-10,-10,10,-10,-10,10,-10,-10,10,-10,-10,10,-10,10,-10,-10,10,-10,-10,10,-10,-10,10,10,-10,-10,10,-10,-10,-10,-10,10,-10,10,10,10,-10,-10,-10,-10,10,10,10,-10,10,10,-10,-10,10,10,-10,10,-10,10,-10,-10,10,-10,-10,-10,-10,-10,-10,-10,10,-10,-10,-10,10,10,-10,-10,-10,10,10,-10,10,10,10,-10,-10,10,10,-10,10,10,10,10,-10,10,10,10,10,10,-10,10,-10,-10,10,10,10,-10,-10,-10,-10,-10,-10,10,-10,-10,10,-10,10,10,-10,-10,10,10,10,-10,10,10,-10,10,10,10,10
